id,name,price,units_sold,clicks,impressions,category,description,stock,image,sub_category,conversion_rate,rating,total_rating,rating_count,discounted_price,offer,brand
272,"HP H150 Wireless in Ear Earbuds, Compatible with Tablets, Smartphones, Pcs, and Other Devices with Bluetooth,Noise-Reduction,Water Resistant Design,Black,0.036Kg",399.0,2,5,0,Electronics,"[comfortable. Portable. Enjoyable] : Take your tunes on-the-go with the ergonomic TWS Earbuds design for increased portability
[Ready in a Flash] : Listen all day with a built-in 300 mAh battery Enjoy 7 hours of playme on a single charge, while the compact case extends it to 28 hours
[Clear Call] : Two Microphones capture your voice and the active reduces unwanted noise.
[IPX 3Water-resistant.] : Your perfect partner for any workout.With a water-resistant design, no sweat can stop you.
[Easy access controls ] : With the earbud switch mode controls, you can turn your earbuds on and off, answer calls, and adjust the volume for a beer audio on-the-go experience.",available,Screenshot_2025-06-19_174757.png,Wireless Airbuds,40.0,4.0,4,1,311.22,22,Hp 
273,"OnePlus Nord Buds 2r True Wireless in Ear Earbuds with Mic, 12.4mm Drivers, Playback:Upto 38hr case,4-Mic Design, IP55 Rating [Deep Grey]",3999.0,0,0,0,Mobile Accessory,"[Enhanced Sound Experience]: The buds comes with 12.4mm driver unit, which delivers crisp clear and enhanced bass quality sound experience
[Sound Master Equalizers]: For the OnePlus Nord Buds 2r, you get to choose how heavy or light you want your sound with the help of sound master equalizer s 3 unique audio profiles -Bold, Bass & Balanced
[Battery Life]:The flagship-level battery life for the all-new OnePlus Nord Buds 2r delivers up to 38 hrs of non-stop music on a single charge.; [IP55 rating]: IP55 Water & Sweat Resistance
[Gaming Mode]: It allows users to access a plethora of features while playing supported games on a OnePlus handset. They can be accessed at any time while playing games and give players the option to toggle different features and settings
Battery Average Life: 38.0 Hours; Model: E510a",available,Screenshot_2025-06-19_174842.png,Wireless Airbuds,0.0,1.0,0,0,3159.21,21,Unknown
275,Jockey SP26 Men's Super Combed Cotton Rich Regular Fit Solid Active Wear Shorts with Side Pockets,1199.0,0,1,0,Fashion,"Style Number - SP26 | Super Combed Cotton Rich Fabric | Fabric Composition : Cotton and Polyester | Smartfabric - Takes Quality and Comfort to the Next Level | StayFresh Treatment with Antimicrobial Properties to Help You Stay Fresh Throughout the Day | StayDry Treatment with Additional Evaporation Properties to Help You Stay Dry Throughout the Day | Regular Fit
Comfortable Waistband with Drawstrings
Convenient Side and Back Pockets
Label Free for All Day Comfort
Gentle wash 40°C; Do not bleach; Do not wring; Tumble dry low; Medium iron; Do not dry clean; Wash inside out with like colours. Do not iron on label/print;",available,Screenshot_2025-06-19_175316.png,Bottomwear,0.0,1.0,0,0,1067.11,11,Unknown
276,"HP 15, 13th Gen Intel Core i5-1334U Laptop (16GB DDR4,1TB SSD) Anti-Glare, Micro-Edge,15.6''/39.6cm, FHD, Win11, M365 Basic(1yr),Office Home24, Silver,1.59kg, Iris Xe, FHD Camera w/Shutter, FD0552TU",60999.0,0,13,0,Electronics,"Processor, Memory & Storage: Intel Core i5-1334U (up to 4.6 GHz with Intel Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads)| Memory: 16 GB DDR4-3200 MT/s (2 x 8 GB) | Storage: 1 TB PCIe Gen4 NVMe M.2 SSD
Operating System & Preinstalled Software: Windows 11 Home Single Language | MS Office Home 2024 |1 year Microsoft 365 Basic Free|
Display & Graphics: 39.6 cm (15.6"") diagonal, FHD (1920 x 1080), micro-edge, anti-glare, 250 nits, 45% NTSC| Graphics:Intel Iris XeGraphics
Ports & Connectivity : 1 USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors); 2 USB Type-A 5Gbps signaling rate; 1 AC smart pin; 1 HDMI 1.4b; 1 headphone/microphone combo| Connectivity: Realtek Wi-Fi 6 (1x1) and Bluetooth 5.3 wireless card
Other Features: Camera: HP True Vision 1080p FHD camera with temporal noise reduction and Integrated dual array digital microphones| Keyboard:Full-size, backlit, soft grey keyboard with numeric keypad| Audio: Dual speakers|Battery type: 3-cell, 41 Wh Li-ion polymer; Supports battery fast charge: approximately 50% in 45 minutes",available,Screenshot_2025-06-19_180049.png,Laptops,0.0,1.0,0,0,51849.15,15,Hp 
277,"Lenovo {SmartChoice)Chromebook Intel Celeron N4500 (4GB RAM/64GB eMMC 5.1/11.6 Inch (29.46cm)/HD Display/2Wx2 Stereo Speakers/HD Camera/Chrome OS/Blue/1.21Kg), 82UY0014HA",13999.0,0,15,0,Electronics,"Processor: Intel Celeron N4500 | Speed: 1.1GHz (Base) - 2.8GHz (Max) | 2 Cores | 2 Threads | 4MB Cache
Display: 11.6"" HD (1366x768) | 250Nits Brightness | Anti Glare
Memory and Storage: 4GB Soldered LPDDR4x-2933, 4GB soldered memory, not upgradable | 64GB eMMC 5.1, 64GB eMMC 5.1 on systemboard, eMMC on systemboard, no slots
OS:- Chrome OS",available,Screenshot_2025-06-19_180555.png,Laptops,0.0,1.0,0,0,13159.06,6,Lenovo
278,NOBERO Men's Cotton Solid Regular Fit Polo Shirt,799.0,0,0,0,Fashion,"✅ 100% Cotton Pique Fabric Crafted from 100% cotton pique, this polo T-shirt for men is naturally breathable, soft, and comfortable—ideal for year-round wear.
✅ Regular Fit for Relaxed Comfort Designed with a regular fit, this polo t-shirt ensures a relaxed and comfortable fit, making it perfect for both casual outings and semi-formal events.
✅ Classic Polo Collar with Placket Featuring the iconic polo collar with rib binding and a 5.5-inch placket, this classic design gives the shirt a timeless, polished look.
✅ Breathable Half-Sleeves The short sleeves offer breathability and comfort, ensuring you stay cool and stylish, whether you're on the go or relaxing.
✅ Textured Touch for a Modern Twist With its textured pique finish, this polo adds depth and personality to your outfit, taking your classic polo to the next level.",available,Screenshot_2025-06-19_181136.png,T-shirt,0.0,1.0,0,0,623.22,22,Unknown
279,Peter England Men's Regular Fit Insignia Half Sleeve Polo T-Shirt | Cotton Rich | Premium Pique Weave,649.0,0,0,0,Fashion,"Half Sleeve Polo T-shirt
Soft Handfeel
Material composition: 60% Cotton & 40% Polyester
Pique Weave",available,Screenshot_2025-06-19_181418.png,T-shirt,0.0,1.0,0,0,460.79,29,Unknown
280,"VOLTURI Non Scratch Wire Dish Cloth (Pack of 10), Steel Scrubber for Utensils Cleaning, Multipurpose Wet and Dry Cleaning, Stainless-Steel Dish Wash Scrubber for Washing Dishes, Sinks, Counters",188.0,0,1,0,Kitchen Appliances,"Scratch-Free Cleaning: VOLTURI Dual-layer mesh wire cloth scrubber for kitchen ensures effective cleaning without scratching delicate surfaces, keeping your kitchen accessories items for home looking brand new.
Reusable and Eco-Friendly: Say goodbye to disposable sponges and scrubbers – VOLTURI steel scrubber for kitchen reusable dish cloths help you reduce waste and save money in the long run.
Versatile Performance: Whether it's tackling tough grease or gently cleaning fine china, VOLTURI non scratch wire dish cloths are up to the task, suitable for both wet and dry cleaning.
Comfortable Grip: Ergonomic design provides a comfortable grip and superior control, allowing you to breeze through your cleaning tasks with ease.
Premium Quality: Crafted with high-quality materials, VOLTURI dish wash scrubber or dishwashing rags offer exceptional durability and performance, making them a reliable addition to any kitchen cleaning arsenal.",available,Screenshot_2025-06-19_183405.png, Dish Cloth,0.0,1.0,0,0,131.6,30,Unknown
281,"DUKAAN Dry Fruit and Nut Cutter Slicer, fine Cup Slicer Kitchen Gadget for Dry Fruit Chopper, Badam kaaju Walnut Pista Cutter Chopper Machine Hand Nuts Chopper for Kitchen Items for Gift Home Gadgets",198.0,0,1,0,Kitchen Appliances,"Tired of Cutting Very Hard Dry Fruits??? Dukaan dry fruit cutter for kitchen Comes With Non-Detachable Stainless Steel Blade Which Can Slice Off Dry Fruits So Easily. Kitchen Tools For Home Kitchen Items Kitchen Tools New Items Kitchen Useful Gadgets Latest Kitchen Gadgets Latest Kitchen Tools And Gadgets Latest Smart Kitchen Gadgets New Gadgets Kitchen And Home New Gadgets Tools New Kitchen Gadgets New Kitchen Gadgets Latest New Kitchen Gadgets (Latest For Home Nut Chopper For All Nuts )
Made From High Grade Plastic Food Grade Material. (Home Gadgets Home Kitchen Gadgets Kitchen Cool Gadgets Kitchen Cutter Kitchen Gadget Kitchen Gadgets Kitchen Gadgets For Home And Kitchen Kitchen Gadgets Latest Kitchen New Gadgets Kitchen Small Gadgets Kitchen Smart Gadgets Kitchen Tools Kitchen Tools And Gadgets) Nuts chi
Don't Need Much Space in Your Kitchen: A Very Handy Mini Chopper for Kitchen Does Not Require Your Kitchen Space. Sturdy Stainless Steel Blade For Sharp Cutting & Long Life Span Compact Design Allows Easy Storage, Occupying Very Small Space In A Drawer Or Refrigerator's. (Slicer Slicer And Cutter Slicer Cutter Slicer For Kitchen Small Kitchen Gadgets Smart Gadgets For Home Kitchen Smart Home Gadgets Nuts Chopper Nuts Cutter Nut Cutter Nut Slicer Nut Slicer For All Nuts Nuts Chopper Nuts Cutter)
Special Feature: Very Easy And Strong To Slice Even Your Kid Can Enjoy Cutting Dry Fruits. Dry Fruit Cutter Machine dry fruit cutter for kitchen N Chopper Dry Fruit Slicer Dry Fruit Slicer Cutter Dry Fruit Slicer For Kitchen Dry Fruit Slicer Machine Dry Fruits Chopper Dry Fruits Cutter Dry Fruits Cutter For Kitchen Dry Fruits Slicer Dryfruit Cutter Dryfruit Slicer Easy Kitchen Gadgets)
You Will Get Random Colour (Undergadget All Kitchen Tools) Almond Cutter Almond Cutter And Slicer Almond Slicer Almond Slicer Machine Amazing Gadgets For Home Amazon Kitchen Gadgets Badam Cutter Badam Slicer Best Home Gadgets Cutter Slicer Dry Fruit Chopper Cutter Dry Fruit Chopper For Kitchen Dry Fruit Cutter Dry Fruit Cutter & Slicer Machine Dry Fruit Cutter N Chopper Dry Fruit Slicer Dry Fruit Slicer Cutter )",available,Screenshot_2025-06-19_183827.png,Fruit Chopper ,0.0,1.0,0,0,150.48,24,Unknown
282,"HomeWiz plastic Oil Dispenser 1 Litre | Pack of 2 | Transparent, Leak-Proof, BPA-Free Oil Container for Cooking Oils & Vinegar | Kitchen accessories items for home | 2000ml |",199.0,0,1,0,Kitchen Appliances,"Convenient 1-Litre Capacity: Each bottle holds up to 1 litre, Suitable for Storing and Pouring Liquid Condiments Such as Olive Oil, Vinegar, Red Wine, Liquor, Syrup, Juice and Oils for cooking oils, vinegar, or other liquid condiments, helping you keep essentials ready for cooking and meal prep.
Leak-Proof & Mess-Free Pouring: Designed with a secure, leak-proof lid, these dispensers prevent spills and drips, allowing for precise and clean pouring every time—keeping your kitchen counters free from mess.
BPA-Free, Food-Grade Plastic: Made from Good-quality, BPA-free plastic, these oil containers are safe and hygienic for everyday use, ensuring safe storage of oils and other liquid condiments.
Ergonomic & Easy-to-Handle Design: The slim, ergonomic shape provides a comfortable grip, making it easy to handle during cooking, even with wet or oily hands
Versatile & Multi-Use: Ideal for cooking oils, vinegar, soy sauce, and other liquid condiments, these dispensers are versatile enough to suit a variety of cooking needs in any kitchen.",available,Screenshot_2025-06-19_183951.png,Oil Dispenser ,0.0,1.0,0,0,159.2,20,Unknown
283,Hallstatt 2025 Upgraded Long Handle Microfiber Feather Fan Ceiling Duster for Dust Cleaning with extendable Pole 100 Inch with Anti Scratch Bendable Brush for Cleaning High roof Cobweb Stick,259.0,0,0,0,Kitchen Appliances,"MICROFIBER & STAINLESS STEEL POLE: This ceiling fan duster made of high quality microfiber materials with new design stainless steel pole, does not rust and has a long live time.
CAN REACH HIGH CEILINGS: This telescoping microfiber duster with a extra long pole, can reach 100 inches when fully extended, easy to clean ceilings,cobwebs,walls, ceiling fans, and lamps. No more chairs or dangerous ladders to climb on.
BENDABLE & FLEXIABLE HEAD: The microfiber head is flexible and bendable. You can bend it to any angles as you need. And adjusting the pole to clean the low place like keyboard, kitchen, window blinds, picture frames, television screens, and the inside of your car.
EASY TO CLEAN & STORAGE：Our fan duster head is detachable, you can hand wash it with warm or low heat water, storage after drying.
CUSTOMER SERVICE: We always provide good products and offer excellent service to our customers. Any problems about the feather dusters, please email us,we will try our best to help you deal the issue.",available,Screenshot_2025-06-19_184124.png,Dust Cleaner,0.0,1.0,0,0,183.89,29,Unknown
284,"Go Store Large Non-Slip Wooden Bamboo Cutting Board with Antibacterial Surface with Stainless Steel Handle, Chopping Board for Kitchen, Cutting Board for Kitchen (Wood)",149.0,0,12,0,Kitchen Appliances,"Bamboo boards have an advantage over wooden cutting boards in that they are naturally antibacterial, anti-fungal and is biodegradable
Bamboo chopping boards have a tough, none scarring surface which will keep the sharp edge on your knife
The board is smooth, with no grooves, making it more hygienic and easy to clean
The board is smooth, with no grooves, making it more hygienic and easy to clean
Cutting board bamboo is an Eco-friendly sustainable material, being naturally odour and stain-resistant.
Ideal for chopping, slicing, dicing, cutting & serving food. You can use them on the kitchen counter while cooking.",available,Screenshot_2025-06-19_184254.png,Cutting Board,0.0,1.0,0,0,141.55,5,Unknown
285,"iPhone 16 Pro 128 GB: 5G Mobile Phone with Camera Control, 4K 120 fps Dolby Vision and a Huge Leap in Battery Life. Works with AirPods; Desert Titanium",111900.0,0,5,0,Electronics,"STUNNING TITANIUM DESIGN — iPhone 16 Pro has a strong and light titanium design with a larger 15.93 cm (6.3″) Super Retina XDR display. It’s remarkably durable with the latest-generation Ceramic Shield material that’s 2x tougher than any smartphone glass.
BUILT FOR APPLE INTELLIGENCE — Apple Intelligence is the personal intelligence system that helps you write, express yourself and get things done effortlessly. With groundbreaking privacy protections, it gives you peace of mind that no one else can access your data — not even Apple.
TAKE TOTAL CAMERA CONTROL — Camera Control gives you an easier way to quickly access camera tools, like zoom or depth of field, so you can take the perfect shot in record time.
MAGNIFICENT SHOTS — Take your videos to a whole new level with 4K 120 fps Dolby Vision, enabled by the 48MP Fusion camera. The improved 48MP Ultra Wide camera lets you capture mesmerising detail in macro photos and wide-angle shots.
PHOTOGRAPHIC STYLES — The latest-generation Photographic Styles give you greater creative flexibility, so you can make every photo even more you. And thanks to advances in the image pipeline, you can now reverse any style, any time.",available,Screenshot_2025-06-19_184733.png,mobail / phone,0.0,1.0,0,0,78330.0,30,Apple
286,Striped Men Black Casual Shorts,1563.0,0,0,0,Fashion,"Comfortable and stylish, these striped black casual shorts for men are perfect for everyday wear. Made from breathable fabric, they offer a relaxed fit with an elastic waistband, ideal for lounging, casual outings, or warm-weather activities",available,Screenshot_2025-07-18_144426.png,Bottomwear,0.0,1.0,0,0,1406.7,10,Adidas
287,adidas Men's Regular Fit Mid Rise Track Pant,3999.0,0,0,0,Electronics,Has regular fit along with elastic waistband. Has tiecord at waistband with 2side pockets,available,Screenshot_2025-07-18_145600.png,bottomwear,0.0,1.0,0,0,2359.41,41,Adidas
288,Adidas Men's Mid Rise Tapered Fit Sweatpants,3599.0,0,0,0,Fashion,"Climacool Workout Pants Breeze through your warm-weather workout in these men's training pants. They feature breathable Climacool to manage heat and moisture so you stay comfortable during your drills. Elastic cuffs offer a stay-put fit, and zip pockets provide a place for your essentials. Ventilated pants that provide cool, dry comfort. Climacool keeps you cool and dry in warm weather Side seam zip pockets Drawcord on elastic waist Tapered leg; Elastic cuffs Pre-shaped legs for better fit 3-Stripes on lower leg; Heat-transfer adidas Badge of Sport on leg Regular fit strikes a comfortable balance between loose and snug 100% polyester plain weave",available,Screenshot_2025-07-18_145704.png,Bottomwear,0.0,1.0,0,0,2159.4,40,Adidas
289,ADIDAS Men's Mid Rise Regular Pants,3000.0,0,0,0,Fashion,ADIDAS Men's Mid Rise Regular Pants,available,Screenshot_2025-07-18_145704.png,Bottomwear,0.0,1.0,0,0,2700.0,10,Adidas
290,"Fluo M Running Shoes For Men  (Black , 9)",4500.0,0,0,0,Fashion,"Great Everyday Shoes For Runners To Go That Extra Mile.Features Mesh Upper For Maximum Ventilation, Lightstrike Eva Midsole With Visible Adiprene Providing Protection From Harmful Impact Forces And Durable Rubber Outsole For Long-Lasting Wear.",available,Screenshot_2025-07-18_150627.png,Shoes,0.0,1.0,0,0,4410.0,2,Adidas
291,Adidas Men Yking 2.0 Running Shoe,3999.0,0,2,0,Fashion,The Adidas shoes for men crafted with Mesh and Synthetic upper for added comfort. The perforations on the toe area offer breathability with extended grip and comfort. They come with Lightstrike IMEVA midsole for long term lightweight cushioning and shock absorption with a full rubber outsole for durability.,available,Screenshot_2025-07-18_151308.png,Shoes,0.0,1.0,0,0,2639.34,34,Adidas
292,adidas Men Adivat M Running Shoe,2999.0,0,1,0,Fashion,Dual tone light weight mesh & synthetic with recycled fibers with unique performance properties such as soft mesh with superior moisture and high durability. Unique design of counters & deco stitch on the vamp which makes the shoe stand out. Upper: Mesh upper for lightweight and breathability Midsole: lightstrike IMEVA midsole with visible adiprene providing protection from harmful impact forces,available,Screenshot_2025-07-18_151454.png,Shoes,0.0,1.0,0,0,1799.4,40,Adidas
293,adidas Men Lite Racer 3.0 Casual Shoe,3000.0,0,0,0,Fashion,"Simple Yet Comfortable. These Men'S Adidas Sneakers Are Inspired By The Classic Running Shoes Your Parents Used To Wear. A Cushioned Midsole Offers Maximum Comfort, Exactly What You Need When You'Re On The Move. This Product Is Made With Primegreen, A Series Of High-Performance Recycled Materials. 50% Of Upper Is Recycled Content. No Virgin Polyester..",available,Screenshot_2025-07-18_151558.png,Shoes,0.0,1.0,0,0,1650.0,45,Adidas
294,"Hamleys Huggable Cuddly Ms Chili Walking Dog Plush Toy – Soft Stuffed Toy for Kids Age 3Y+ | Cute, Plushies, Battery-Operated Plush Dog Toy | Interactive & Adorable Gift",1299.0,0,1,0,Toys,"Hamleys Proudly introduces the Pugs Play Chili Walking Dog, A Charming Addition To the Hamleys Movers & Shakers Collection. Meet Ms Chili, the huggable walking dog from Hamleys that brings joy, motion, and cuddles to every child’s playtime. This Baby Dog Soft Toy is A Delightful Companion for Children Aged 3 and Above. it Emulates the behaviors of A Real Dog, offering An Interactive and Imaginative Play Experience. the Hamleys Pugs Play Chili Walking Dog is More Than Just A Plush Toy; it's An Opportunity for Children To Enjoy the Companionship and Playfulness of A Pet Dog without the Responsibilities. with its Lifelike Actions and Versatile House Box, it Fosters Imaginative Role Play and Provides A Sense of Comfort and Joy for Kids. it's the Perfect Playtime Companion for Little Animal Lovers. Made from child-safe, high-quality plush materials, she’s as fun to watch as she is to snuggle — a perfect mix of cute and interactive!",available,Screenshot_2025-07-18_151740.png,Toys /Soft Toys / Plush Toys,0.0,1.0,0,0,246.81,81,
295,"Hamleys Pugs at Play Spotty Walking Talking Dog Soft Toy | Interactive Animal Soft Toys for Kids Age 3Y+ | Birthday Gift for Kids | Stuffed Puppy Plush Animal Toy | Battery Operated Toys, Black-White",1199.0,0,0,0,Toys,"Hamleys presents Baby Dog soft dog, which will make for your kids perfect playtime companion. This Hamleys Movers & Shakers toy is made of filling fiber",available,Screenshot_2025-07-18_152517.png,Toys /Soft Toys / Plush Toys,0.0,1.0,0,0,719.4,40,
296,"SHRI TOYS Adorable 35 CM Kuromi Plush Toy – Cute Stuffed Animal Character Stuffed Doll – Soft, Cuddly Gift for Kids, Girls, and Anime Fans – Perfect for Room Décor, or Play – Charming Kuromi",999.0,0,4,0,Toys,"This Cute Stuffed Animal Kuromi Plush Design: Features the iconic Kuromi character with a kawaii-inspired look, bringing joy to kids, girls, and anime fans alike. Perfect for adding a fun and playful touch to your space.",available,Screenshot_2025-07-18_152639.png,Toys /Soft Toys / Plush Toys,0.0,1.0,0,0,699.3,30,
297,"HUG 'n' FEEL SOFT TOYS Kuromi Soft Toy – 32cm | Super Soft Plush Doll for Girls & Boys | Cute Sanrio Character Toy for Gifting, Room Décor & Cuddling | Washable & Child-Safe | Kawaii Stuffed Animal",1499.0,0,0,0,Toys,"Bring home the mischievous charm of Sanrio's Kuromi with this 35 cm super-soft plush toy. Crafted from ultra-soft fabric and filled with high-quality PP cotton, this huggable Kuromi doll is designed to delight kids, teens, and collectors alike. Whether you're decorating your room, looking for the perfect birthday gift, or expanding your Sanrio collection, this kawaii plush toy fits the bill.",available,Screenshot_2025-07-18_152823.png,Toys /Soft Toys / Plush Toys,0.0,1.0,0,0,374.75,75,
298,"Srecap Poboco Rechargeable Battery Operated Jeep for Kids, Ride on Toy Kids Car with Light & Music | Electric Jeep Battery Car | Baby Big Car for Kids to Drive 2 to 7 Years Boys Girls (Red)",8399.0,0,0,0,Toys,Srecap Battery Operated 4x4 Big Size Jeep 12V Battery Jeep Battery Operated Ride On - Painted Red,available,Screenshot_2025-07-18_153016.png,Toys / Ride-on Toys / Electric Ride-ons,0.0,1.0,0,0,4199.5,50,
299,"Scoot & Ride My First 3-in-1 Baby Ride-On Scooter – Lightweight & Stable Toddler Slide with Wheels & Gliding Pads – Indoor Toy for Walking, Riding & Motor Skill Development 6 to 36 Months (Sand)",8999.0,0,0,0,Toys,"Versatile 3-in-1 Baby Walker: Scoot & Ride My First serves as a baby walker, ride-on, and caster board ideal for children from 6 months and up",available,Screenshot_2025-07-18_153239.png,Toys / Ride-on Toys / Electric Ride-ons,0.0,1.0,0,0,7649.15,15,
300,"Kidsmate Power Ride Battery Operated Baby Car Jeep for Kids | 4 Wheel Remote Control Car with RGB Lights, Music & 12V Rechargeable Battery | Perfect Ride-On Toy for Boys & Girls Ages 3-8 Yr (Red)",14999.0,0,0,0,Toys,"🚗 DUAL CONTROL MODES: This kids car includes a 2.4G remote control for parents and manual driving for kids, offering safe and fun exploration for children aged 3-8 years",available,Screenshot_2025-07-18_153514.png,Toys / Ride-on Toys / Electric Ride-ons,0.0,1.0,0,0,6749.55,55,
301,"Kidsmate Hyrider 6V Electric Kids Bike with Rechargeable 6.5 Ah Battery Inbuilt Imported Motor Drive | Music Player, Front LED Light & Foot Accelerator Pedal Bike for Ages 1-4 Years",8999.0,0,1,0,Toys,"Introduce your little one to the joys of riding with the Kidsmate Hyride 6V Electric Kids Bike in Red. This charming ride-on bike is perfect for toddlers aged 1-3 years, combining safety, fun, and durability in one exciting package.Powered by a rechargeable 6V 6.5 Ah battery, the Kidsmate Hyride ensures extended playtime, allowing your child to enjoy endless adventures.The high-quality imported motor drive ensures reliable performance, giving parents peace of mind while their child explores.his bike is the perfect blend of fun, functionality, and safety, making it an ideal gift for any toddler. Watch your child's face light up with joy as they embark on new adventures with their very own electric bike!",available,Screenshot_2025-07-18_153731.png,Toys / Ride-on Toys / Electric Ride-ons,0.0,1.0,0,0,8549.05,5,
302,"HP 15, 13th Gen Intel Core i5-1334U Laptop (16GB DDR4,512GB SSD) Anti-Glare, Micro-edge,15.6''/39.6cm, FHD, Win11,M365,Office24, Silver,1.59kg, Iris Xe Graphics, FHD Camera w/privacy shutter, fd0577TU",65099.0,0,1,0,Electronics,"Processor, Memory & Storage: Intel Core i5-1334U (up to 4.6 GHz with Intel Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads)| Memory: 16 GB DDR4-3200 MT/s (2x 8 GB)| Storage: 512 GB PCIe Gen4 NVMe M.2 SSD",available,Screenshot_2025-07-18_154103.png,Laptops,0.0,1.0,0,0,50126.23,23,Hp 
303,"HP 15, Intel Ultra 5 125H, 12 Tops (16GB DDR5, 512GB SSD) FHD, IPS, 15.6''/39.6cm, Win11, M365 Basic(1yr)* Office24, Silver, 1.65kg, fd1254TU, Intel Graphics, FHD Camera w/Shutter, AI Powered Laptop",78000.0,0,0,0,Electronics,"Processor, Memory & Storage: Intel Core Ultra 5 125H (up to 4.5 GHz with Intel Turbo Boost Technology, 18 MB L3 cache, 14 cores, 18 threads) | Memory: 16 GB DDR5-5600 MT/s (2 x 8 GB)| Storage: 512 GB PCIe Gen4 NVMe M.2 SSD",available,Screenshot_2025-07-18_154331.png,Laptops,0.0,1.0,0,0,50700.0,35,Hp 
304,"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450H 16"" (40.6cm) WUXGA+ IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.89Kg), 83BG000PIN",84290.0,0,5,0,Electronics,Processor: Intel Core i5-12450H | Speed: 2.0 GHz (Base) - 4.4 GHz (Max) | 8 Cores | 12 Threads | 12MB Cache,available,Screenshot_2025-07-18_154939.png,Laptops,0.0,1.0,0,0,55631.4,34,Lenovo
305,"Lenovo Smartchoice Yoga Slim 7 Intel Core Ultra 5 125H Built-in AI 14""(35.5cm) WUXGA-OLED 400Nits Laptop (16GB/512GB SSD/60Hz/100% DCI-P3/Win11/MSO 21/1Yr ADP Free/Alexa/Grey/1.39Kg), 83CV003MIN",148999.0,0,24,0,Electronics,"AI Enabled Processor: Intel Core Ultra 5 125H, 16C (6P + 8E + 2LPE) / 22T, Max Turbo up to 4.8Ghz| Cores:-16 | Threads:- 22 | Cache:- 24MB",available,Screenshot_2025-07-18_155120.png,Laptops,0.0,1.0,0,0,74499.5,50,Lenovo
306,"Dell Inspiron 3530 Laptop, 13th Gen Intel Core i5-1334U Processor, 16GB, 512GB SSD, 15.6""(39.62cm) FHD 120Hz 250 nits, Backlit KB, Windows 11 + MSO'24 & 15 Month McAfee, Silver, Thin & Light- 1.62kg",72099.0,0,1,0,Electronics,"Processor: 13th Generation Intel Core i5-1334U (Up to 4.60GHz, 10 Cores, 12MB Cache)",available,Screenshot_2025-07-18_155356.png,Laptops,0.0,1.0,0,0,54795.24,24,Dell
307,SOFTSPUN Microfiber Cloth 5pcs 40x40cms 340 GSM Multi-Color! Thick Lint & Streak-Free Multipurpose Cloths Automotive Microfibre Towels for Car Bike Cleaning Polishing Washing & Detailing.,599.0,0,3,0,Clothing,"SUPER ABSORBENT, LINT & SCRATCH FREE - SOFTSPUN Multi-Purpose cloths ultra-absorbent and can absorb fluids quickly and efficiently. Made of high-quality microfiber material, the fiber is strong durable but soft and won't scratch or leave lint on your Car/Bike interior & Exterior.",available,Screenshot_2025-07-18_161836.png,Cleaning Supplies,0.0,1.0,0,0,245.59,59,
308,SOFTSPUN Microfiber Cloth - 4 pcs - 40x40 cms - 340 GSM Multicolor! Thick Lint & Streak-Free Multipurpose Cloths - Automotive Microfibre Towels for Car Bike Cleaning Polishing Washing & Detailing.…,455.0,0,1,0,Clothing,"SUPER ABSORBENT, LINT & SCRATCH FREE - SOFTSPUN Multi-Purpose cloths ultra-absorbent and can absorb fluids quickly and efficiently. Made of high-quality microfiber material, the fiber is strong durable but soft and won't scratch or leave lint on your Car/Bike interior & Exterior.",available,Screenshot_2025-07-18_162117.png,Cleaning Supplies,0.0,1.0,0,0,432.25,5,
309,"Auto Hub Microfiber Car Cleaning Cloth - Og Soft 800 Gsm (30X40 Cm) Microfiber Cloth For Car And Bike - Scratchless Drying And Detailing 30X40 Cm, Pack Of 6, Mix, Multicolor",400.0,0,0,0,Clothing,Extra thick and ultra-plush dual-sided microfiber cleaning cloth can certainly make you touch it admiringly because they are made of premium microfiber,available,Screenshot_2025-07-18_163221.png,Cleaning Supplies,0.0,1.0,0,0,380.0,5,
310,"amazon basics 8-Piece Non-Stick Cookware Set| 2-Way 3 Layer Non-Stick Coating | PFOA Free | High Temperature Resistant Exterior Coating, Black",5899.0,0,0,0,Kitchen Appliances,"Non-stick Coating
The non-stick coating allows for lower-fat cooking options-no need for excess butter or oil. Additionally, the non-stick coating helps prevent cooked food from adhering to the pan; instead, food effortlessly transfers to a platter or dinner plate for gracious serving.",available,Screenshot_2025-07-19_094223.png,non stick,0.0,1.0,0,0,3480.41,41,Pigeon 
311,Pigeon Aluminium Nonstick Duo Pack Flat Tawa 250 and Fry Pan 200 Gift Set (Red),1499.0,0,3,0,Kitchen Appliances,"5 Layer Durable Nonstick Coating Made with High End Italian Technology Oil Free Cooking; Ergonomic Bakelite Handle
Free from Peel-Off, Completely free of PFOA (Perfluorooctanoic acid)
Size Name: Medium",available,Screenshot_2025-07-19_094933.png,non stick,0.0,1.0,0,0,599.6,60,Pigeon 
